指標名,コンビニ,,,,,
中央区,入船３丁目,-,東京都中央区入船3丁目1-13,35.671257,139.775742,セブンイレブン 中央区入船3丁目店
中央区,入船２丁目,-,東京都中央区入船2-10-7,35.671275,139.77765,ローソン 入船店
中央区,入船１丁目,-,東京都中央区入船1-3-1,35.672697,139.7764935,ローソン H入船一丁目店
中央区,入船１丁目,-,東京都中央区入船1丁目7-9 リベラ入船,35.672994,139.7781135,ファミリーマート 入船一丁目店
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4丁目8-17,35.68932,139.7744865,ファミリーマート 新日本橋駅前店
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3-7-2,35.689122,139.7763405,セブンイレブン 日本橋本町3丁目店
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3丁目1番1号日本橋TIビル1階,35.687997,139.7741265,ファミリーマート 日本橋本町店
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3丁目1番8号,35.688258,139.7746305,ミニストップ cisca日本橋本町店
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2-3-4,35.687529,139.77531,ローソン 日本橋本町二丁目店
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町2丁目6番7号,35.687772,139.7768085,ファミリーマート 日本橋本町二丁目店
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-9-13,35.685063,139.777632,セブンイレブン 日本橋本町1丁目店
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1丁目5番9号(KDX日本橋本町ビル),35.6868,139.776354,ファミリーマート 日本橋本町一丁目店
中央区,日本橋本石町３丁目,日八京,東京都中央区日本橋本石町3-2-4共同ビル日銀前1F,35.687529,139.770477,ミニストップ 日本橋本石町店
中央区,日本橋本石町１丁目,日八京,東京都中央区日本橋本石町1-2-1,35.684955,139.7717685,セブンイレブン 常盤橋店
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-3-3,35.688618,139.780593,セブンイレブン 日本橋堀留町2丁目店
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2丁目10番12号,35.687961,139.782096,ファミリーマート 堀留町二丁目店
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-10-11,35.688726,139.7799045,ファミリーマート 日本橋堀留町一丁目店
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-2-16,35.687871,139.7788515,デイリーヤマザキ 日本橋堀留町店
中央区,日本橋浜町３丁目,-,東京都中央区日本橋浜町3丁目22-1,35.685576,139.788693,ファミリーマート 日本橋浜町Fタワー店
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2-15-5,35.687601,139.7862855,ローソン 日本橋浜町二丁目店
中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町2丁目35-1,35.6886,139.7861685,ファミリーマート 日本橋浜町二丁目店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町18-10,35.680023,139.785129,ローソン 箱崎湊橋店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町19-21,35.678673,139.7870955,ファミリーマート IBM箱崎ビル店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町22-1,35.681526,139.78629,セブンイレブン 日本橋TCAT店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町27-2,35.679969,139.7869425,ローソン 日本橋箱崎店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町32-3,35.680941,139.787199,ファミリーマート 日本橋箱崎町店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町36番2号,35.680401,139.7885625,ファミリーマート リバーゲート箱崎店
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町42-1,35.682273,139.7879325,セブンイレブン TCAT2階店
中央区,日本橋馬喰町２丁目,-,東京都中央区日本橋馬喰町2-2-6,35.695512,139.7827575,ミニストップ 日本橋馬喰町2丁目店
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1 馬喰町駅コンコース西口側,35.69384815,139.7827023,NEWDAYSMINI(ニューデイズミニ) 馬喰町1号店
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1-10-11,35.694099,139.7829375,セブンイレブン 日本橋馬喰町店
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1-4-14,35.692893,139.781421,ローソン 馬喰町駅前店
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1丁目5-8,35.692641,139.781853,セブンイレブン 馬喰町駅前店
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町4-5 凰ビル,35.690202,139.7786265,ファミリーマート 大伝馬町店
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-4-15,35.686008,139.781205,ファミリーマート 日本橋人形町三丁目店
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-1-2,35.685486,139.7799135,セブンイレブン 日本橋人形町3丁目店
中央区,日本橋人形町３丁目,-,東京都中央区日本橋人形町3-13-2,35.68698,139.7827215,ファミリーマート 人形町駅前店
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-1-12,35.684127,139.784607,ファミリーマート 水天宮前店
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2丁目26-5,35.687106,139.7839185,セブンイレブン 日本橋人形町2丁目店
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-4-10,35.685801,139.781772,ローソン 人形町駅前店
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1-8-4,35.684541,139.782816,ファミリーマート 日本橋小学校前店
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町1丁目3-6,35.685495,139.780926,セブンイレブン 人形町駅西店
中央区,日本橋小網町,-,東京都中央区日本橋小網町1番3号,35.681211,139.781421,セブンイレブン 日本橋小網町店
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町10-11,35.691327,139.7790135,セブンイレブン 日本橋小伝馬町店
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町13-7,35.691165,139.7796075,ファミリーマート 小伝馬町大門通り店
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町15番14号,35.692056,139.780314,ファミリーマート 小伝馬町鞍掛橋店
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町2-4,35.690337,139.7783655,セブンイレブン 小伝馬町駅前店
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4 新日本橋駅コンコース,35.68899943,139.7721699,NEWDAYSMINI(ニューデイズミニ) 新日本橋1号店
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4-1-6,35.689095,139.771575,ファミリーマート 日本橋日銀通り店
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町4-3-13,35.689437,139.772349,セブンイレブン 日本橋室町4丁目店
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3丁目2-1,35.687961,139.7728305,ファミリーマート ファミマ日本橋室町三井タワー店
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町3丁目4番2,35.688375,139.773438,セブンイレブン 日本橋室町3丁目店
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町2丁目1-1,35.686935,139.7730555,ファミリーマート 日本橋三井タワー店
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-10-8,35.685351,139.7758365,デイリーヤマザキ 日本橋室町1丁目店
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-13-4,35.686359,139.7747835,デイリーヤマザキ 日本橋室町店
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-5-5コレド室町3地下1階,35.686143,139.7744325,デイリーヤマザキ コレド室町店
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町1-6-1真洋ビル,35.68509,139.7747655,ファミリーマート 日本橋三越前店
中央区,日本橋久松町,-,東京都中央区日本橋久松町10-6,35.689473,139.7849715,セブンイレブン 日本橋久松町店
中央区,日本橋茅場町３丁目,-,東京都中央区日本橋茅場町3丁目12番2号ASKビル1階,35.677944,139.7792295,ファミリーマート 日本橋茅場町店
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-13-11,35.678898,139.7797785,ローソン 日本橋茅場町店
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-9-5,35.678682,139.7790585,セブンイレブン 日本橋茅場町2丁目店
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-3-5,35.680797,139.7803725,ファミリーマート 京王プレッソイン茅場町店
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-10-5,35.679717,139.779666,ローソン 茅場町駅前店
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-13-13,35.679744,139.781187,ローソン 日本橋茅場町一丁目店
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-4-6先,35.680293,139.7798775,ローソン メトロス茅場町中央口店
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-9-2,35.67996,139.7794725,セブンイレブン 茅場町駅前店
中央区,日本橋兜町,-,東京都中央区日本橋兜町15-13,35.679348,139.776309,セブンイレブン 日本橋兜町店
中央区,日本橋兜町,-,東京都中央区日本橋兜町1番13号先,35.683605,139.77819,ファミリーマート かぶと町永代通り店
中央区,日本橋兜町,-,東京都中央区日本橋兜町5-1,35.682201,139.7783745,ファミリーマート 日本橋兜町店
中央区,日本橋兜町,-,東京都中央区日本橋兜町6-5,35.682084,139.778874,セブンイレブン 兜町東証前店
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町2-1-1,35.682318,139.78665,ローソン メトロス水天宮前店
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町2-14-4,35.68464,139.7866815,セブンイレブン 日本橋浜町店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目15-7,35.683416,139.7827755,マイチャミー民善商店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-1-1,35.680689,139.7835,ローソン 日本橋蛎殻町店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-11-5,35.683767,139.7813445,ローソン 日本橋蛎殻町一丁目店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-16-8,35.683308,139.782897,セブンイレブン 日本橋蛎殻町店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-28-5,35.682894,139.783149,ミニストップ 日本橋蛎殻町店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-36,35.681994,139.785669,ファミリーマート 日本橋かきがら町店
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1丁目38-9,35.683173,139.7847555,セブンイレブン 水天宮前店
中央区,日本橋横山町,-,東京都中央区日本橋横山町10-9,35.694504,139.7850165,セブンイレブン 日本橋横山町店
中央区,日本橋横山町,-,東京都中央区日本橋横山町3-4,35.691948,139.781709,ローソン 日本橋横山町店
中央区,日本橋横山町,-,東京都中央区日本橋横山町5-2,35.692182,139.7829375,デイリーヤマザキ 馬喰横山駅前店
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-4-13,35.679843,139.771035,セブンイレブン 日本橋3丁目店
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-4-15 八重洲通ビル1F,35.679969,139.7708415,Fork Talk 八重洲通り店
中央区,日本橋３丁目,日八京,東京都中央区日本橋3-5-11,35.67906,139.7730465,ローソン 日本橋三丁目店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目13-12,35.680662,139.7756385,デイリーヤマザキ日本生命日本橋ビル店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-1-21,35.682732,139.7723625,ナチュラルローソン 日本橋二丁目店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-13-12,35.680662,139.7756385,デイリーヤマザキ 日本生命日本橋ビル店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-3-18,35.681319,139.771638,ファミリーマート 八重洲さくら通り店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-5-1,35.681337,139.7738295,ローソン 日本橋高島屋三井ビルディング店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2-7-1 東京日本橋タワー B1F,35.681913,139.774275,リーベンハウス 日本橋店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目11番2号,35.680194,139.7742885,セブンイレブン AIM太陽生命日本橋ビル店
中央区,日本橋２丁目,日八京,東京都中央区日本橋2丁目3-21,35.681679,139.7717955,セブンイレブン 日本橋2丁目店
