指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2022/1/18取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件）",,,,,,
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町3-27-3,35.69859,139.77874,日生薬局秋葉原店,https://byoinnavi.jp/pharm/202943
千代田区,五番町,-,東京都千代田区五番町3-1,35.69047,139.73601,いけだ薬局 駅前店,https://byoinnavi.jp/pharm/202922
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-4,35.69272,139.76408,東京中薬針灸研究所,https://byoinnavi.jp/pharm/202934
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-1,35.69471,139.76681,薬ヒグチ淡路町店,https://byoinnavi.jp/pharm/202926
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町1-5-1,35.69435,139.76569,十字堂薬局,https://byoinnavi.jp/pharm/202927
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-2-1,35.69468,139.76330,小川町薬局(有),https://byoinnavi.jp/pharm/202930
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-1,35.69212,139.76440,(株)ファーマシー企画,https://byoinnavi.jp/pharm/202933
千代田区,神田北乗物町,-,東京都千代田区神田北乗物町16,35.69248,139.77349,(有)エースメディカル,https://byoinnavi.jp/pharm/202931
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-11,35.69979,139.77785,二六堂調剤薬局,https://byoinnavi.jp/pharm/202958
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-12,35.69546,139.76946,神田宝仙堂,https://byoinnavi.jp/pharm/202923
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-21-2,35.69529,139.76086,有限会社 東京薬局,https://byoinnavi.jp/pharm/202946
千代田区,神田須田町２丁目,-,東京都千代田区神田須田町2-15,35.69628,139.77388,若草漢方薬局,https://byoinnavi.jp/pharm/202925
千代田区,神田小川町２丁目,-,東京都千代田区神田小川町2-1,35.69414,139.76497,くすりの福太郎 神田小川町店,https://byoinnavi.jp/pharm/202928
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-16,35.69521,139.77067,のぞみ薬局須田町店,https://byoinnavi.jp/pharm/202924
千代田区,九段北４丁目,-,東京都千代田区九段北4-1-3,35.69268,139.74046,ドラッグアーバン市ヶ谷店,https://byoinnavi.jp/pharm/202919
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-7-15,35.69219,139.77187,壮快薬局本店,https://byoinnavi.jp/pharm/202917
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-6-1,35.69183,139.77196,スギメディカル(株),https://byoinnavi.jp/pharm/202916
千代田区,九段北１丁目,-,東京都千代田区九段北1-9-7,35.69788,139.75055,エール薬局九段店,https://byoinnavi.jp/pharm/202918
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-4-5,35.69144,139.77309,(株)ビーエヌファルマ,https://byoinnavi.jp/pharm/202915
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-2-2,35.69131,139.77151,スギ薬局神田駅東口店,https://byoinnavi.jp/pharm/202913
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-8-1,35.69080,139.77232,クオール薬局神田店,https://byoinnavi.jp/pharm/202909
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-7-3,35.69041,139.77081,昭和薬品神田南口店,https://byoinnavi.jp/pharm/202908
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-9-11,35.69087,139.77356,(株)金井藤吉商店,https://byoinnavi.jp/pharm/202911
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-8-8,35.69111,139.77330,松蔭堂薬品,https://byoinnavi.jp/pharm/202910
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-7-1,35.69033,139.77124,かねまん薬局総本店神田駅前支店,https://byoinnavi.jp/pharm/202907
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1,35.67357,139.74039,(株)多羅薬品 山王パークタワー店,https://byoinnavi.jp/pharm/202904
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-5,35.67118,139.74720,かちどき薬局霞が関店,https://byoinnavi.jp/pharm/202899
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-9-1,35.68119,139.76875,コクミン薬店東京駅名店街店,https://byoinnavi.jp/pharm/202901
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-6-2,35.68418,139.76643,丸の内ファーマシー,https://byoinnavi.jp/pharm/202900
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-5-3,35.68980,139.77134,三興薬品商会,https://byoinnavi.jp/pharm/202906
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-14-2,35.67646,139.73824,エフエル薬局,https://byoinnavi.jp/pharm/202905
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-4-1,35.67091,139.75037,霞が関ファーマシー,https://byoinnavi.jp/pharm/202898
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-2-3,35.68012,139.76267,(株)ソレイユ,https://byoinnavi.jp/pharm/202902
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-2-2,35.67336,139.75317,くすりアロー厚生労働省内店,https://byoinnavi.jp/pharm/202897
千代田区,外神田６丁目,-,東京都千代田区外神田6-16-7,35.70501,139.77172,伊藤黒焼総本舗,https://byoinnavi.jp/pharm/202896
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-3-10-1F,35.70092,139.76136,和同会薬局駿河台店,https://byoinnavi.jp/pharm/252844
千代田区,外神田６丁目,-,東京都千代田区外神田6-13-14,35.70313,139.77041,江川薬局,https://byoinnavi.jp/pharm/202895
千代田区,外神田２丁目,-,東京都千代田区外神田2-5-14,35.69998,139.76891,沢田宝仙堂,https://byoinnavi.jp/pharm/202893
千代田区,三番町,-,東京都千代田区三番町9-1,35.68988,139.74263,あい薬品,https://byoinnavi.jp/pharm/202884
千代田区,外神田１丁目,-,東京都千代田区外神田1-2-14,35.69810,139.77057,(株)紀伊国屋漢薬局,https://byoinnavi.jp/pharm/202891
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-7-1,35.67451,139.76148,エール薬局日比谷店,https://byoinnavi.jp/pharm/202887
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町1-6-10,35.67369,139.76070,日比谷プラザ薬局,https://byoinnavi.jp/pharm/202886
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-8-5,35.67429,139.76287,マツモトキヨシ 有楽町二丁目店,https://byoinnavi.jp/pharm/202890
千代田区,神田三崎町２丁目,-,東京都千代田区三崎町2-9-1,35.70093,139.75522,薬ヒグチ 水道橋駅前店,https://byoinnavi.jp/pharm/202881
千代田区,外神田１丁目,-,東京都千代田区外神田1-4-13,35.69855,139.77089,マツモトキヨシ秋葉原店,https://byoinnavi.jp/pharm/202892
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-7-1,35.67426,139.76376,ビーケアセイジョー 有楽町店,https://byoinnavi.jp/pharm/202889
千代田区,神田三崎町３丁目,-,東京都千代田区三崎町3-4-8,35.70119,139.75224,(株)山田真薬局,https://byoinnavi.jp/pharm/202883
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1,35.67499,139.76437,千代田薬局,https://byoinnavi.jp/pharm/202888
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1,35.70054,139.77254,ファルマルシェ薬局秋葉原店,https://byoinnavi.jp/pharm/202894
千代田区,神田三崎町３丁目,-,東京都千代田区三崎町3-1-8,35.69927,139.75288,(株)クリエイティブサービス,https://byoinnavi.jp/pharm/202882
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町4-1,35.68118,139.73487,薬ヒグチ調剤薬局ニューオータニ店,https://byoinnavi.jp/pharm/202877
千代田区,神田三崎町２丁目,-,東京都千代田区三崎町2-11-10,35.70120,139.75386,フクダ薬品,https://byoinnavi.jp/pharm/202879
千代田区,神田三崎町１丁目,-,東京都千代田区三崎町1-4-8,35.70115,139.75568,第一薬局,https://byoinnavi.jp/pharm/202878
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-29,35.68183,139.73757,クローバー薬局,https://byoinnavi.jp/pharm/202876
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-5-1,35.68592,139.76424,大手町調剤薬局,https://byoinnavi.jp/pharm/267178
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-11-1,35.67357,139.74039,有限会社 フジモト薬局,https://byoinnavi.jp/pharm/262699
千代田区,麹町３丁目,-,東京都千代田区麹町3-7,35.68333,139.73991,麹町調剤薬局,https://byoinnavi.jp/pharm/203003
千代田区,神田多町,-,東京都千代田区神田多町2-7-5,35.69336,139.76906,アサヒ薬局,https://byoinnavi.jp/pharm/202932
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町1-35-1達磨ビル1F,35.69478,139.75927,いちご薬局神保町,https://byoinnavi.jp/pharm/202948
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4-1-2,35.69773,139.76549,南山堂薬局 御茶ノ水店,https://byoinnavi.jp/pharm/279241
千代田区,麹町５丁目,-,東京都千代田区麹町五丁目2-1,35.68455,139.73494,いずみ薬局 麹町店,https://byoinnavi.jp/pharm/260618
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-5,35.69176,139.76369,田辺薬局 神田錦町店,https://byoinnavi.jp/pharm/255644
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町3-8,35.69581,139.76171,アイセイ薬局 駿河台店,https://byoinnavi.jp/pharm/264591
千代田区,九段南１丁目,-,東京都千代田区九段南1丁目6番17号,35.69356,139.75280,アイセイ薬局 九段南店,https://byoinnavi.jp/pharm/264592
千代田区,神田和泉町,-,東京都千代田区神田和泉町1-13-1,35.69894,139.77806,雄飛堂薬局 秋葉原店,https://byoinnavi.jp/pharm/202959
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-3-2,35.69944,139.74739,雄飛堂薬局 飯田橋店,https://byoinnavi.jp/pharm/266144
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町2-2-9 第2登栄ビル5階,35.69154,139.77142,神田登栄薬局,https://byoinnavi.jp/pharm/202914
新宿区,左門町,-,東京都新宿区左門町20四谷メディカルビル1F,35.68471,139.72032,株式会社ファーマみらい 共創未来 左門町薬局,https://byoinnavi.jp/pharm/205815
新宿区,上落合２丁目,-,東京都新宿区上落合2-18-9,35.71452,139.68718,株式会社ファーマみらい 共創未来 中井駅前薬局,https://byoinnavi.jp/pharm/255591
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-7,35.68858,139.69815,(有)博愛堂薬局,https://byoinnavi.jp/pharm/205698
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-5-1 ビックカメラ新宿西口店3階,35.69259,139.69869,共創未来 新宿西口薬局,https://byoinnavi.jp/pharm/259354
新宿区,百人町２丁目,-,東京都新宿区百人町2-9-14,35.70243,139.69967,ケアマーク百人町薬局,https://byoinnavi.jp/pharm/278894
新宿区,大久保３丁目,-,東京都新宿区大久保3-10-1-7ニュータウンオオクボ内,35.70862,139.70487,コスガ薬局,https://byoinnavi.jp/pharm/205636
新宿区,水道町,-,東京都新宿区水道町2-1,35.70779,139.73527,地蔵通り薬局,https://byoinnavi.jp/pharm/205645
新宿区,市谷田町２丁目,-,東京都新宿区市ヶ谷田町2-31-2,35.69517,139.73708,(株)エスシーグループ 鈴薬局市ヶ谷店,https://byoinnavi.jp/pharm/271042
新宿区,中落合２丁目,-,東京都新宿区中落合2-4-28中西屋ビル1F,35.72086,139.69436,株式会社ファーマみらい 共創未来 中落合薬局,https://byoinnavi.jp/pharm/205642
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-4-18,35.71262,139.70141,ケイワ薬局 高田馬場店(株)エスシーグループ,https://byoinnavi.jp/pharm/259860
新宿区,上落合１丁目,-,東京都新宿区上落合1-1-4,35.71461,139.69322,ケイワ薬局 落合店(株)エスシーグループ,https://byoinnavi.jp/pharm/259861
新宿区,納戸町,-,東京都新宿区納戸町13,35.69832,139.73412,薬局ラクトファーマシー,https://byoinnavi.jp/pharm/253784
新宿区,矢来町,-,東京都新宿区矢来町108,35.70384,139.73407,矢来町薬局,https://byoinnavi.jp/pharm/205801
新宿区,住吉町,-,東京都新宿区住吉町2-18ウィン四谷106,35.69210,139.72151,あけぼの薬局,https://byoinnavi.jp/pharm/205658
新宿区,上落合１丁目,-,東京都新宿区上落合1丁目13-5,35.71480,139.69200,エムエム株式会社 こぐま薬局,https://byoinnavi.jp/pharm/205605
新宿区,下落合３丁目,-,東京都新宿区下落合3-22-16瀧島ビル,35.72253,139.70006,矢野薬局,https://byoinnavi.jp/pharm/205618
新宿区,馬場下町,-,東京都新宿区馬場下町61吉村ビル1F,35.70630,139.72040,吉村薬局,https://byoinnavi.jp/pharm/205740
新宿区,矢来町,-,東京都新宿区矢来町75-1ライオンズマンション第2-101,35.70244,139.73286,千代田薬局,https://byoinnavi.jp/pharm/205803
新宿区,四谷３丁目,-,東京都新宿区四谷3-5,35.68771,139.72118,快生堂小林薬局,https://byoinnavi.jp/pharm/205796
新宿区,大久保２丁目,-,東京都新宿区大久保2-6-17-101,35.70129,139.70778,ひかり薬局 (株)エスシーグループ,https://byoinnavi.jp/pharm/252751
新宿区,須賀町,-,東京都新宿区須賀町1サンコート四谷1F,35.68750,139.72221,サン薬局,https://byoinnavi.jp/pharm/252752
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町545,35.70721,139.72738,ウラノ薬局,https://byoinnavi.jp/pharm/205820
新宿区,北新宿２丁目,-,東京都新宿区北新宿2-21-1-3F,35.69599,139.68937,アガペ新宿薬局,https://byoinnavi.jp/pharm/205627
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町518,35.70804,139.72257,けやき薬局,https://byoinnavi.jp/pharm/205819
新宿区,早稲田町,-,東京都新宿区早稲田町67,35.70602,139.72110,(株)サクラドラッグ,https://byoinnavi.jp/pharm/205818
新宿区,新宿２丁目,-,東京都新宿区新宿2-15-1,35.69041,139.70986,つばさ薬局新宿店,https://byoinnavi.jp/pharm/205746
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-17,35.69031,139.70799,一番薬店,https://byoinnavi.jp/pharm/205745
新宿区,早稲田町,-,東京都新宿区早稲田町66,35.70609,139.72171,フクロ薬局早稲田店,https://byoinnavi.jp/pharm/205817
新宿区,原町１丁目,-,東京都新宿区原町1-21,35.69987,139.72626,ニュードラッグ 柳町店,https://byoinnavi.jp/pharm/205738
新宿区,原町１丁目,-,東京都新宿区原町1-55,35.70088,139.72464,ひかり薬局・薬膳新宿原町,https://byoinnavi.jp/pharm/205739
新宿区,若松町,-,東京都新宿区若松町9-7,35.69889,139.71885,プラザ薬局女子医大通り店,https://byoinnavi.jp/pharm/205814
新宿区,喜久井町,-,東京都新宿区喜久井町46-4,35.70451,139.72029,(株)松翔,https://byoinnavi.jp/pharm/205737
新宿区,新宿２丁目,-,東京都新宿区新宿2-11-2,35.69016,139.70751,エアロ調剤薬局,https://byoinnavi.jp/pharm/205744
新宿区,新小川町,-,東京都新宿区新小川町6-38,35.70705,139.74302,アイ薬局,https://byoinnavi.jp/pharm/205741
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-2-7,35.69552,139.69857,薬日本堂(株)新宿店,https://byoinnavi.jp/pharm/205728
新宿区,新宿１丁目,-,東京都新宿区新宿1-19-6,35.68963,139.71243,薬ヒグチ新宿御苑前店,https://byoinnavi.jp/pharm/205742
新宿区,早稲田町,-,東京都新宿区早稲田町12,35.70550,139.72275,(有)花梨堂薬局,https://byoinnavi.jp/pharm/205816
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田3-12-1,35.70977,139.71533,新星堂薬局,https://byoinnavi.jp/pharm/205736
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-4-1,35.69440,139.69349,COS-MEDI・Station西新宿メトロピア店,https://byoinnavi.jp/pharm/205733
新宿区,新宿１丁目,-,東京都新宿区新宿1-8-1,35.68864,139.71177,マミー薬局新宿御苑店,https://byoinnavi.jp/pharm/205743
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-5-1,35.69468,139.69302,スギ薬局西新宿医大前店,https://byoinnavi.jp/pharm/205734
