指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2022/1/7取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,経度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,大般若経巻第二百六十七,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-10-3,35.666944,139.743311,短刀〈銘則重／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19310119,-,大倉集古館,公益財団法人大倉文化財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,註楞伽経〈巻第七／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19311214,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.666944,139.743311,長生殿蒔絵手筥,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19330123,-,大倉集古館,公益財団法人大倉文化財団,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,対馬宗家関係資料,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸～明治,20080710,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-10-3,35.666944,139.743311,東大寺文書〈（二十四通）／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,奈良～鎌倉,19600609,-,大倉集古館,公益財団法人大倉文化財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,饕餮〓鳳文〓〈図形文字一／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,饕餮〓鳳文方彝〈文字六／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,西周,19700525,-,財団法人根津美術館,-,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,饕餮〓竜文尊〈図形文字一／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,饕餮文〓〈図形文字一／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,饕餮文方〓〈文字一／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19690620,-,財団法人根津美術館,財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,内大臣殿歌合〈／元永二年七月〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19360506,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,麻布台１丁目,虎ノ門,外務省外交史料館　東京都港区麻布台1-5-3,35.661220,139.739400,日英修好通商条約,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台１丁目,虎ノ門,外務省外交史料館　東京都港区麻布台1-5-3,35.661220,139.739400,日仏修好通商条約,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台１丁目,虎ノ門,外務省外交史料館　東京都港区麻布台1-5-3,35.661220,139.739400,日米修好通商条約,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台１丁目,虎ノ門,外務省外交史料館　東京都港区麻布台1-5-3,35.661220,139.739400,日米条約調印書〈／安政四年五月二十六日〉,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,麻布台１丁目,虎ノ門,外務省外交史料館　東京都港区麻布台1-5-3,35.661220,139.739400,日米和親条約批准書交換証書〈／安政二年正月五日〉,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19970630,-,外務省外交史料館,国（外務省外交史料館）,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,鼠志野亀甲文茶碗（山端）,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,20020626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,花白河蒔絵硯箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19530331,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,不空三蔵表制集巻第五,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,20050609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,浮線綾螺鈿蒔絵手箱,-,国宝・重要文化財(美術品),国宝,工芸品,日本,鎌倉,19370525,19640526,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,宝相華銀平文袈裟箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,平安,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,丸壺茶入（相坂）〈瀬戸／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町～桃山時代,20040608,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,明極楚俊墨蹟（元徳二年仲春上澣五日）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,明染付花卉文大皿,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,明,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,武蔵国日吉矢上古墳出土品,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,古墳,19400503,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,無量義経（裝飾経）,-,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,平安,<NULL>,19750612,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,木造地蔵菩薩立像,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,平安,20030529,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,竜巖徳真墨蹟〈与無夢一清偈／至順二年辛未重陽後十日〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南麻布１丁目,-,東京都台東区上野公園13-9,35.651540,139.732000,紙本淡彩前後赤壁図〈池大雅筆／寛延二年五月の年記がある／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19890612,-,東京国立博物館文化庁分室,国（文化庁）,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本淡彩山水図〈伝周文筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19430609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本淡彩観瀑図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本墨画漁村夕照図〈伝牧谿筆／〉,-,国宝・重要文化財(美術品),国宝,絵画,日本,南宋,<NULL>,19540320,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本墨画風雨山水図,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本著色瓜虫図〈呂敬甫筆／自賛がある〉,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,元,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本金地著色藤花図〈円山応挙筆／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19700525,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,銅造〈釈迦如来／多宝如来〉並坐像,-,国宝・重要文化財(美術品),重要文化財,彫刻,中国,北魏,19790606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本金地著色燕子花図〈尾形光琳筆／六曲屏風〉,-,国宝・重要文化財(美術品),国宝,絵画,日本,江戸,<NULL>,19510609,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本墨画禅機図断簡〈因陀羅筆／（布袋図）〉,-,国宝・重要文化財(美術品),国宝,絵画,中国,元,<NULL>,19531114,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本著色絵過去現在因果経〈巻第二／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19310119,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本著色天狗草紙,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本著色十二因縁絵巻,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,台東区上野公園１３－９,35.662251,139.717083,紙本淡彩帰郷省親図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19410703,-,東京国立博物館,公益財団法人常盤山文庫,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,紙本墨画善教房絵詞,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19340130,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,紙本金地著色泰西王侯騎馬図〈／四曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,桃山,19590627,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,紙本金地著色南蛮人渡来図〈／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19960627,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.666940,139.743300,石造如来立像,-,国宝・重要文化財(美術品),重要文化財,彫刻,日本,北魏,19591218,-,財団法人大倉文化財団,財団法人大倉文化財団,-
港区,高輪２丁目,-,港区高輪二丁目,35.637410,139.735700,浅野長矩墓および赤穂義士墓,-,史跡名勝天然記念物,史跡,-,-,-,19220308,-,-,-,-
港区,三田４丁目,-,港区三田四丁目,35.644130,139.737600,荻生徂徠墓,-,史跡名勝天然記念物,史跡,-,-,-,19490713,-,-,-,-
港区,海岸１丁目,-,港区海岸一丁目,35.654860,139.758600,旧芝離宮庭園,-,史跡名勝天然記念物,名勝,-,-,-,19790625,-,-,-,-
港区,白金台５丁目,-,"港区白金台五丁目
品川区上大崎二丁目",35.638660,139.719300,旧白金御料地,-,史跡名勝天然記念物,天然記念物,史跡,-,-,19490412,-,-,-,-
港区,東新橋１丁目,虎ノ門広域,港区東新橋一丁目,35.665970,139.761400,旧新橋停車場跡,-,史跡名勝天然記念物,史跡,-,-,-,19650512,-,-,-,-
港区,六本木７丁目,六本木,港区六本木七丁目,35.663580,139.731400,佐藤一斎墓,-,史跡名勝天然記念物,史跡,-,-,-,19490713,-,-,-,-
港区,台場１丁目,-,港区台場一丁目,35.633540,139.772000,品川台場,-,史跡名勝天然記念物,史跡,-,-,-,19261020,-,-,-,-
港区,元麻布１丁目,-,港区元麻布一丁目,35.653250,139.733200,善福寺のイチョウ,-,史跡名勝天然記念物,天然記念物,-,-,-,19261020,-,-,-,-
港区,高輪２丁目,-,港区高輪二丁目,35.639510,139.740600,高輪大木戸跡,-,史跡名勝天然記念物,史跡,-,-,-,19280207,-,-,-,-
港区,高輪３丁目,-,東京都港区,35.634230,139.735100,東禅寺,-,史跡名勝天然記念物,史跡,-,-,近世,20100222,-,-,-,-
港区,元麻布３丁目,-,東京都港区,35.656710,139.730500,菊池氏茶室（■(石偏に間)居）庭園,-,登録記念物,登録記念物（名勝地関係）,-,-,昭和40年,20170209,-,-,-,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667070,139.743300,大倉集古館陳列館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,19980902,-,-,財団法人大倉文化財団,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662860,139.742300,大橋茶寮表門,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662890,139.742100,大橋茶寮茶室葵,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662790,139.742100,大橋茶寮茶室桂,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662750,139.742300,大橋茶寮茶室守貧庵,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662810,139.742300,大橋茶寮茶室如庵写,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662890,139.742300,大橋茶寮茶室山吹,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662820,139.742200,大橋茶寮中門,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662750,139.742200,大橋茶寮不老門,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662750,139.742300,大橋茶寮塀,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-35,35.665970,139.744200,菊池寛実記念智美術館別館,-,登録有形文化財(建造物),住宅,建築物,-,大正,20031201,-,-,株式会社南悠商社,-
港区,三田４丁目,-,東京都港区三田4-8-19,35.642610,139.738200,キリスト友会フレンズセンター,-,登録有形文化財(建造物),宗教,建築物,-,大正,20051226,-,-,宗教法人キリスト友会日本年会,-
港区,芝公園１丁目,-,東京都港区芝公園1-8-16,35.657240,139.751000,廣度院表門及び練塀,-,登録有形文化財(建造物),宗教,その他工作,-,江戸,19981211,-,-,廣度院,-
港区,六本木５丁目,六本木,東京都港区六本木5-11-16,35.658520,139.733300,国際文化会館本館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和中,20060803,-,-,公益財団法人国際文化会館,-
港区,芝公園１丁目,-,東京都港区芝公園1-8-9,35.657630,139.752000,常照院本堂内陣,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人常照院,-
港区,東麻布１丁目,-,東京都港区東麻布1-1-5,35.658020,139.744300,心光院表門,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人心光院,-
港区,東麻布１丁目,-,東京都港区東麻布一丁目1-1,35.658150,139.744400,心光院本堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和中,20170502,-,-,宗教法人心光院,-
港区,港南４丁目,-,東京都港区港南4-5-7,35.625120,139.749100,東京水産大学雲鷹丸,-,登録有形文化財(建造物),その他,その他工作,-,明治,19981211,-,-,国立大学法人東京海洋大学,-
港区,芝公園４丁目,-,東京都港区芝公園4-407-6,35.658570,139.745400,東京タワー,-,登録有形文化財(建造物),産業3次,その他工作物,-,昭和中,20130621,-,-,株式会社 東京タワー,-
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-21,35.668222,139.750691,虎ノ門大坂屋砂場店舗,-,登録有形文化財(建造物),産業3次,建築物,-,大正,20110725,-,-,-,-
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-5-2,35.667940,139.756100,堀商店,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,19980421,-,-,-,-
港区,白金台２丁目,-,東京都港区白金台2-6-11,35.635840,139.730400,三菱電機高輪荘蔵,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20001204,-,-,三菱電機株式会社,-
港区,白金台２丁目,-,東京都港区白金台2-6-11,35.635790,139.730600,三菱電機高輪荘主屋,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20001204,-,-,三菱電機株式会社,-
港区,白金台２丁目,-,東京都港区白金台2-6-11,35.635740,139.730400,三菱電機高輪荘洋館,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20001204,-,-,三菱電機株式会社,-
港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.653960,139.746800,妙定院上土蔵,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人妙定院,-
港区,芝公園４丁目,-,東京都港区芝公園4-9-8,35.653890,139.746800,妙定院熊野堂,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人妙定院,-
港区,芝浦１丁目,-,東京都中央区京橋2-16-1,35.649230,139.756100,彩色設計図集,-,登録有形文化財(美術品),歴史資料,-,日本,明治～大正,20110627,-,清水建設株式会社,清水建設株式会社,-
江東区,富岡１丁目,-,東京都江東区富岡一丁目,35.671850,139.800600,旧弾正橋（八幡橋）,-,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,-,明治,19770627,-,-,東京都江東区,-
江東区,越中島２丁目,-,東京都江東区越中島二丁目1番6号東京海洋大学構内,35.666590,139.793100,明治丸,-,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,-,明治,19780531,-,-,国立大学法人東京海洋大学,-
江東区,白河１丁目,-,江東区白河一丁目,35.681520,139.799800,松平定信墓,-,史跡名勝天然記念物,史跡,-,-,-,19280118,-,-,-,-
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-19-15,35.674070,139.794900,旧東京市深川食堂,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20080708,-,-,江東区,-
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668170,139.791100,東京商船大学１号館,-,登録有形文化財(建造物),学校,建築物,-,昭和前,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668690,139.790900,東京商船大学旧天体観測所（第一観測台）,-,登録有形文化財(建造物),学校,建築物,-,明治,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668850,139.791100,東京商船大学旧天体観測所（第二観測台）,-,登録有形文化財(建造物),学校,建築物,-,明治,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.668240,139.790400,東京商船大学事務局管理棟,-,登録有形文化財(建造物),学校,建築物,-,昭和前,19971212,-,-,国立大学法人東京海洋大学,-
江東区,越中島２丁目,-,東京都江東区越中島2-1-6,35.666600,139.793100,東京商船大学２号館,-,登録有形文化財(建造物),学校,建築物,-,昭和前,19971212,-,-,国立大学法人東京海洋大学,-
