指標名,観光地,,,,,Tripadvisorの取得範囲の変更について,,,,,
出典,Tripadvisor,,,,,前回までTripadvisorの全観光スポットを取得していたが、2021年度から観光カテゴリーを,,,,,
年次,2022/1/27 取得,,,,,「名所・有名スポット」に絞って情報を取得している、観光スポット全体の件数が昨年から倍増しており、,,,,,
URL,https://www.tripadvisor.jp/,,,,,個人名で登録された観光ツアーや、バーなど営業状況が不明な登録地が散見されたため。,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL,
千代田区,千代田,-,東京都千代田区千代田1,35.685562,139.753562,富士見多聞,旧跡,3.5,13件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12946269-Reviews-Fujimitamon-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,北の丸公園,-,東京都千代田区北ノ丸公園1-1,35.692422,139.749495,清水門,旧跡 • 名所・有名スポット • 建築物,4,12件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15147183-Reviews-Kiyomizu_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田４丁目,-,東京都千代田区外神田4-14-1,35.700541,139.772541,秋葉原 UDX,名所・有名スポット,3.5,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14450743-Reviews-Akihabara_UDX-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,丸の内３丁目,大丸有,東京都千代田区丸ノ内 3,35.676682,139.765855,鍛冶橋跡,旧跡,3,13件,https://www.tripadvisor.jp/Attraction_Review-g14129528-d12339111-Reviews-Kaijibashi_Trace-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田２丁目,-,東京都千代田区外神田2,35.70141,139.768657,明神男坂,名所・有名スポット,3.5,12件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14985968-Reviews-Myojin_Otokozaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,日比谷公園,-,東京都千代田区日比谷公園1-6,35.675473,139.75578,日比谷公園 自由の鐘,記念碑＆像,3,16件,https://www.tripadvisor.jp/Attraction_Review-g14139585-d11965126-Reviews-Replica_of_the_Liberty_Bell-Hibiyakoen_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,北の丸公園,-,東京都千代田区牛ケ淵北の丸公園3-3,35.690398,139.754921,竹橋,橋,3.5,22件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10005586-Reviews-Take_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,麹町２丁目,-,東京都千代田区麹町 2-8 麹町二丁目公共施設内,35.68552,139.739646,麹町小学校,イベントスペース,4,13件,https://www.tripadvisor.jp/Attraction_Review-g14129721-d9720112-Reviews-Kojimachi_Elementary_School-Kojimachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田淡路町２丁目,-,東京都千代田区外神田1~神田淡路町2,35.698456,139.768167,昌平橋,橋,3,16件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12153189-Reviews-Shohei_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,丸の内１丁目,大丸有,東京都千代田区丸ノ内 1-6,35.682626,139.765511,井上勝の銅像,記念碑＆像,3.5,7件,https://www.tripadvisor.jp/Attraction_Review-g14129528-d17532522-Reviews-Inoue_Masaru_Statue-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-1-2 国会前庭北地区憲政記念館構内,35.678918,139.746596,日本水準原点標庫,旧跡 • 名所・有名スポット • 記念碑＆像,3,13件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d9835996-Reviews-Nihon_Suijun_Genten_Hyoko_The_Origin_Point_for_the_Vertical_Datum_of_Japan-Chiyo.html,　
千代田区,外神田１丁目,-,"東京都千代田区外神田1-6-1 外神田ビル1F, 4F",35.699566,139.769299,秋葉原神社,神社/寺院/教会など,3,11件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12030341-Reviews-Akihabara_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4,35.700418,139.746131,牛込橋,旧跡 • 橋,3,21件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12542731-Reviews-Ushigome_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,麹町１丁目,-,東京都千代田区麹町 1-5-4,35.683648,139.741882,麹町 太田姫稲荷神社,神社/寺院/教会など,3.5,9件,https://www.tripadvisor.jp/Attraction_Review-g14129721-d12244089-Reviews-Kojimachi_Otahime_Inari_Shrine-Kojimachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関 3-8-1,35.669944,139.747707,江戸城外堀跡 溜池櫓台,旧跡,3,9件,https://www.tripadvisor.jp/Attraction_Review-g14129569-d12959623-Reviews-Edo_Castle_Outer_Moat_Ruins_Tameike_Yaguradai-Kasumigaseki_Chiyoda_Tokyo_Tokyo.html,　
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-2,35.679695,139.736948,紀伊徳川家和歌山藩屋敷跡,旧跡,3.5,11件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12076594-Reviews-Site_of_the_Kii_Wakayama_Domain_Tokugawa_Family_Mansion-Chiyoda_Tokyo_Tokyo_Pre.html,　
千代田区,東神田２丁目,-,東京都千代田区東神田2-3,35.696547,139.779132,美倉橋公衆トイレ,建築物,3.5,30件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d3584960-Reviews-Mikurabashi_Public_Bathroom-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,九段北２丁目,-,東京都千代田区九段北2-1,35.695283,139.747634,常陸丸殉難記念碑,記念碑＆像,4,7件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17454404-Reviews-Memorial_Hitachi_Maru-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-28,35.6931,139.759053,日本野球発祥の地記念碑,記念碑＆像,3.5,20件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10294412-Reviews-Japan_Baseball_Birthplace_Monuments-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,猿楽町２丁目,-,東京都千代田区猿楽町二丁目,35.700563,139.757505,女坂,名所・有名スポット,3.5,11件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12728985-Reviews-Onnazaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-7-11,35.693184,139.776738,お玉ヶ池種痘所,旧跡,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12076224-Reviews-Otamagaike_Shutosho-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,猿楽町２丁目,-,東京都千代田区猿楽町二丁目,35.700563,139.757505,男坂の階段,名所・有名スポット,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12620309-Reviews-Otokozaka_Stairs-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4丁目,35.697822,139.766066,淡路坂,名所・有名スポット,3,12件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12643980-Reviews-Awajizaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,九段南２丁目,-,東京都千代田区九段南2-2,35.693974,139.746892,高燈篭,旧跡,4,11件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15147126-Reviews-Takadoro-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,丸の内３丁目,大丸有,東京都千代田区丸ノ内,35.676652,139.765122,北町奉行所跡,記念碑＆像,3,11件,https://www.tripadvisor.jp/Attraction_Review-g14129528-d10077720-Reviews-Monument_of_Kitamachi_Bugyosho-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,九段北１丁目,-,東京都千代田区九段北1-5-7,35.696538,139.751945,滝沢馬琴の硯の井戸跡,旧跡,3,10件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11710308-Reviews-Takizawa_Bakin_Inkstone_of_Well_Mark-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,富士見２丁目,-,東京都千代田区富士見2-14-23,35.697613,139.743073,与謝野鉄幹晶子居住跡,旧跡,3,13件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12152872-Reviews-Yosano_Tekkan_Akiko_Former_Residence_Site-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-28,35.6931,139.759053,東京大学発祥の地 碑,記念碑＆像,3,18件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10139244-Reviews-University_of_Tokyo_Origin_Place_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-6-10,35.690242,139.77196,山梨中央銀行東京支店,建築物,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12339306-Reviews-Yamanashi_Chuo_Bank_Tokyo_Branch-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,九段南１丁目,-,東京都千代田区九段南1-2-1,35.694002,139.753634,大隈重信侯 雉子橋邸跡,旧跡,3,10件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11806754-Reviews-Okuma_Shigenobu_Kijibashi_House_Site-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,大手町１丁目,大丸有,東京都千代田区大手町 1-1-1 大手町パークビル,35.686742,139.762594,よいまち,名所・有名スポット,3.5,8件,https://www.tripadvisor.jp/Attraction_Review-g14129477-d12689907-Reviews-Yoimachi-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,飯田橋１丁目,-,東京都千代田区飯田橋1-5,35.698488,139.749373,北辰社牧場跡碑,記念碑＆像,3,13件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11879382-Reviews-Hokushinsha_Bokujo_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田４丁目,-,東京都千代田区外神田4-4-5,35.701321,139.77201,花房稲荷神社,神社/寺院/教会など,3.5,7件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15836638-Reviews-Hanabusa_Inari_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,一番町,-,東京都千代田区一番町6,35.687299,139.741366,滝廉太郎居住地跡の碑,記念碑＆像,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11710247-Reviews-Rentaro_Taki_Residence_Mark_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4,35.697822,139.766066,幽霊坂,眺めのよい散策エリア,3,14件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10396702-Reviews-Ghost_Hill-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,内神田１丁目,-,東京都千代田区内神田1,35.691139,139.765833,鎌倉橋,橋,2.5,14件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12152071-Reviews-Kamakura_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,永田町１丁目,赤坂,東京都千代田区永田町一丁目,35.673702,139.745746,茱萸坂,名所・有名スポット,3.5,14件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d1992553-Reviews-Gumizaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関 3-2-1,35.671849,139.747977,霞テラス,名所・有名スポット,3.5,15件,https://www.tripadvisor.jp/Attraction_Review-g14129569-d10512876-Reviews-Kiri_Terrace-Kasumigaseki_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,九段北３丁目,-,東京都千代田区九段北3-1-1 靖国神社,35.694038,139.742548,靖国神社 慰霊の泉,旧跡 • 神社/寺院/教会など • 記念碑＆像,4,8件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17369757-Reviews-Yasukuni_Shrine_The_Memorial_Fountain-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台2-3-1先,35.699991,139.76306,お茶の水 碑,旧跡 • 名所・有名スポット • 記念碑＆像,3,16件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12235502-Reviews-Ochanomizu_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田１丁目,-,東京都千代田区外神田1-9,35.698974,139.769999,講武稲荷神社,旧跡 • 神社/寺院/教会など,3,12件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12076925-Reviews-Kobu_Inari_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,北の丸公園,-,東京都千代田区北ノ丸公園1番1号 北ノ丸公園,35.692422,139.749495,吉田茂像,記念碑＆像,4,5件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17694128-Reviews-Statue_of_Shigeru_Yoshida-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,麹町６丁目,-,東京都千代田区麹町 6-4-1,35.685761,139.733152,心法寺,神社/寺院/教会など,3,15件,https://www.tripadvisor.jp/Attraction_Review-g14129721-d7939967-Reviews-Shimpo_ji_Temple-Kojimachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田須田町１丁目,-,東京都千代田区神田須田町1-8,35.695244,139.76846,神田青果市場発祥の地,記念碑＆像,3,8件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12339270-Reviews-Kanda_Seikaichiba_Hassho_no_Chi_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3,35.700813,139.748511,飯田橋,橋,3,17件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12588065-Reviews-Iidabashi-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,大手町１丁目,大丸有,東京都千代田区大手町 1-4-2,35.69055,139.760169,一橋徳川家屋敷跡,旧跡 • 記念碑＆像,3,10件,https://www.tripadvisor.jp/Attraction_Review-g14129477-d10396914-Reviews-Hitotsubashi_Tokugawa_Homestead_Ruins-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_.html,　
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2 神田明神,35.702032,139.767885,銭形平次碑,記念碑＆像,3.5,7件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d14982747-Reviews-Zenigata_Heiji_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田２丁目,-,東京都千代田区外神田2,35.70141,139.768657,明神女坂,名所・有名スポット,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d15068856-Reviews-Myojin_Onnazaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,六番町,-,東京都千代田区六番町3-5,35.687278,139.734827,有島武郎・有島生馬・里見弴旧居跡,名所・有名スポット,2.5,11件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12152030-Reviews-Site_of_the_Family_Home_of_Arishima_Takeo_Ikuma_Satomi_Ton-Chiyoda_Tokyo_Tokyo_.html,　
千代田区,大手町１丁目,大丸有,東京都千代田区大手町 1-4,35.69055,139.760169,和気清麻呂像,記念碑＆像,3,20件,https://www.tripadvisor.jp/Attraction_Review-g14129477-d8411901-Reviews-Wake_no_Kiyomaro_Statue-Otemachi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-1-5,35.692356,139.775305,金山神社,神社/寺院/教会など,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12617847-Reviews-Kanayama_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-28,35.6931,139.759053,新島襄誕生地跡,旧跡,3,18件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d8148883-Reviews-Niijima_Jo_Birthplace_Remains-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋,35.694133,139.756828,一ツ橋,橋,3,14件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10306610-Reviews-Hitotsubashi_Bridge-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,丸の内１丁目,大丸有,東京都千代田区丸ノ内 1-9 東京駅丸ノ内南口改札前,35.680399,139.767177,原首相遭難現場,旧跡 • 名所・有名スポット,3,7件,https://www.tripadvisor.jp/Attraction_Review-g14129528-d13662315-Reviews-Prime_Minister_Hara_Accident_Site-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Ka.html,　
千代田区,千代田,-,東京都千代田区千代田1,35.685562,139.753562,坂下門,名所・有名スポット • 建築物,3.5,6件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17424111-Reviews-Sakashita_Gate-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,神田和泉町,-,東京都千代田区神田和泉町1,35.699016,139.777421,ちよだパークサイドプラザ,図書館 • イベントスペース,3.5,10件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d10085951-Reviews-Chiyoda_Parkside_Plaza-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋4-8,35.701218,139.745912,東京農業大学開校の地,記念碑＆像,3,13件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11808478-Reviews-The_Place_of_Opening_of_Tokyo_Agricultural_University-Chiyoda_Tokyo_Tokyo_Prefe.html,　
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町3-21 佐久間公園内,35.698025,139.77901,草分稲荷神社,神社/寺院/教会など,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12045289-Reviews-Kusawakeinari_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702032,139.767885,江戸神社,神社/寺院/教会など,3.5,8件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d17439575-Reviews-Edo_Shrine-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,岩本町３丁目,-,東京都千代田区岩本町3-11,35.696558,139.77741,既製服問屋街発祥の地,旧跡,3,8件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12244909-Reviews-Kiseifukutonyagai_Hassho_no_Chi-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,猿楽町２丁目,-,東京都千代田区猿楽町2-7-1,35.700099,139.757611,ペンキ絵発祥の地 (キカイ湯跡),旧跡,3,7件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12800439-Reviews-First_Public_Bath_s_Painting_Site_of_Kikaiyu-Chiyoda_Tokyo_Tokyo_Prefecture_Kan.html,　
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台一丁目,35.697599,139.762172,錦華坂,名所・有名スポット,3.5,9件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12634259-Reviews-Kinkazaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,丸の内１丁目,大丸有,東京都千代田区丸ノ内 1丁目 東京駅新幹線中央乗リ換エ口前,35.678515,139.765608,浜口首相遭難現場,旧跡,3,8件,https://www.tripadvisor.jp/Attraction_Review-g14129528-d13742843-Reviews-Prime_Minister_Hamaguchi_s_Assassination_Site-Marunouchi_Chiyoda_Tokyo_Tokyo_P.html,　
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町1-7-11,35.690537,139.771819,今川橋由来碑,記念碑＆像,3,11件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d12339276-Reviews-Imagawabashi_Yurai_Monument-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3丁目1,35.700413,139.748267,甲武鉄道飯田町駅の碑,記念碑＆像,3,10件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11813965-Reviews-Monument_of_Kobu_Railway_Iidamachi_Station-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋3-5,35.701221,139.74722,國學院大學開校の地,旧跡,3,13件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d11806008-Reviews-Kokugakuin_University_Birth_Place-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞ケ関 1-1-3,35.674438,139.753645,大岡越前忠相屋敷跡,旧跡,3,8件,https://www.tripadvisor.jp/Attraction_Review-g14129569-d12073283-Reviews-Site_of_Ooka_Echizen_no_Kami_Tadasuke_s_Residence-Kasumigaseki_Chiyoda_Tokyo_T.html,　
千代田区,九段北３丁目,-,東京都千代田区九段北三丁目,35.694116,139.741154,一口坂 （いもあらいざか）,歴史散策地区,3,12件,https://www.tripadvisor.jp/Attraction_Review-g1066443-d8671184-Reviews-Imoarai_zaka-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,　
